CodMun,MHAB01,MHAB03,MHAB04,MHAB06,MHAB07,MHAB071,MHAB081,MHAB082,MHAB083,MHAB084,MHAB085,MHAB086,MHAB087,MHAB088,MHAB089,MHAB09,MHAB091,MHAB10,MHAB101,MHAB102,MHAB111,MHAB112,MHAB113,MHAB114,MHAB12,MHAB16,MHAB161,MHAB17,MHAB18,MHAB181,MHAB182,MHAB183,MHAB191,MHAB192,MHAB193,MHAB194,MHAB195,MHAB201,MHAB202,MHAB203,MHAB204,MHAB205,MHAB206,MHAB207,MHAB208,MHAB21
5107198,Não possui estrutura,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Sim,Não,-,Não
5107206,Setor subordinado a outra secretaria,Feminino,42,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2013,Paritário,Não,Sim,Não,Não,4,Não,-,-,Sim,2013,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Sim,Não,Não,Não,-,Não
5107248,Setor subordinado a outra secretaria,Feminino,33,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2010,Paritário,Não,Sim,Não,Não,2,Sim,Sim,Sim,Sim,2017,Sim,Sim,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,-,Sim
5107263,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Sim,0,Sim,Sim,Não,Sim,2017,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5107297,Setor subordinado a outra secretaria,Feminino,41,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2008,Tem maior representação da sociedade civil,Não,Sim,Não,Sim,2,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Sim,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
5107305,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2008,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5107354,Setor subordinado a outra secretaria,Masculino,23,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Não,-,Sim
5107404,Setor subordinado a outra secretaria,Feminino,26,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Tem maior representação governamental,Não,Sim,Não,Sim,4,Não,-,-,Sim,2016,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não
5107578,Setor subordinado a outra secretaria,Feminino,39,Ensino fundamental (1º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não informou,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5107602,Secretaria em conjunto com outras políticas,Masculino,50,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,2009,Paritário,Não,Sim,Não,Sim,1,Sim,Não,Não,Sim,2009,Sim,Sim,Sim,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
5107701,Setor subordinado a outra secretaria,Feminino,33,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Não,Sim,Não,Sim,12,Não,-,-,Sim,2013,Não,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não
5107743,Setor subordinado a outra secretaria,Feminino,61,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,Não,Não,Não,Sim,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
5107750,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2012,Paritário,Não,Sim,Não,Sim,6,Sim,Não,Sim,Sim,2016,Não,Não,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Sim,-,Não
5107768,Setor subordinado a outra secretaria,Feminino,48,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2016,Paritário,Sim,Sim,Sim,Sim,4,Não,-,-,Sim,2015,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5107776,Setor subordinado a outra secretaria,Feminino,44,Ensino médio (2º Grau) completo ,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2009,Paritário,Sim,Não,Sim,Não,5,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
5107792,Setor subordinado a outra secretaria,Feminino,46,Ensino superior completo,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2013,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Sim,Sim,Não,-,Não
5107800,Setor subordinado a outra secretaria,Feminino,51,Ensino superior completo,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,2005,Tem maior representação da sociedade civil,Não,Não,Não,Sim,3,Não,-,-,Sim,2016,Sim,Não,Não,Sim,Sim,Não,-,Sim,Sim,Sim,Não,Não,Não,Não,-,Não
5107859,Setor subordinado a outra secretaria,Feminino,40,Ensino superior completo,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Sim,2007,Paritário,Sim,Sim,Não,Não,0,Sim,Não,Não,Sim,2010,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5107875,Setor subordinado a outra secretaria,Feminino,37,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,2013,Paritário,Não,Sim,Sim,Sim,13,Sim,Sim,Sim,Sim,2013,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,-,Não
5107883,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Sim,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,-,Não
5107909,Secretaria em conjunto com outras políticas,Feminino,54,Especialização,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2003,Paritário,Sim,Sim,Não,Não,0,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2015,Sim,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim
5107925,Setor subordinado a outra secretaria,Masculino,38,Ensino superior completo,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2001,Paritário,Sim,Sim,Sim,Sim,7,Sim,Não,Sim,Sim,2009,Sim,Sim,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
5107941,Setor subordinado a outra secretaria,Feminino,53,Ensino superior incompleto,Sim,O município não possui Plano Diretor,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2007,Paritário,Não,Sim,Não,Sim,1,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Sim,-,Sim,Sim,Não,Não,Não,Não,Não,-,Não
5107958,Setor subordinado a outra secretaria,Feminino,26,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,2016,Paritário,Sim,Sim,Não,Não,12,Sim,Sim,Não,Sim,2015,Sim,Sim,Não,Não,Sim,Sim,-,Sim,Não,Sim,Não,Sim,Sim,Sim,-,Não
5108006,Setor subordinado diretamente à chefia do Executivo ,Masculino,40,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2005,Paritário,Sim,Não,Não,Não,2,Sim,Sim,Sim,Sim,2016,Não,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
5108055,Setor subordinado a outra secretaria,Feminino,39,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Sim,2011,Paritário,Sim,Sim,Não,Sim,6,Não,-,-,Sim,2016,Sim,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Sim
5108105,Setor subordinado a outra secretaria,Feminino,52,Ensino médio (2º Grau) completo ,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2010,Paritário,Sim,Sim,Sim,Não,8,Não,-,-,Sim,2014,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Sim,Não,Não,-,Não
5108204,Setor subordinado a outra secretaria,Feminino,35,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2013,Paritário,Não,Não,Não,Sim,0,Sim,Sim,Sim,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Não,Sim,-,Não
5108303,Setor subordinado a outra secretaria,Feminino,34,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,2009,Paritário,Não,Sim,Não,Não,4,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,Não
5108352,Setor subordinado a outra secretaria,Masculino,29,Ensino médio (2º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5108402,Setor subordinado a outra secretaria,Masculino,36,Ensino superior completo,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,2013,Paritário,Sim,Sim,Não,Sim,4,Sim,Sim,Sim,Sim,2014,Sim,Sim,Não,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Não,-,Não
5108501,Setor subordinado a outra secretaria,Feminino,36,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não soube informar*,Paritário,Não,Sim,Não,Sim,3,Sim,Não,Não,Sim,2016,Não,Sim,Não,Não,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim
5108600,Não possui estrutura,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2010,Paritário,Sim,Não,Não,Não,5,Não,-,-,Sim,2010,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5108808,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2011,Paritário,Não,Sim,Não,Sim,12,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5108857,Setor subordinado a outra secretaria,Feminino,43,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2007,Paritário,Sim,Sim,Sim,Sim,6,Não,-,-,Sim,2014,Não,Não,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5108907,Setor subordinado a outra secretaria,Masculino,39,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2007,Paritário,Não,Sim,Não,Não,4,Sim,Sim,Não,Sim,2016,Não,Não,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,-,Não
5108956,Setor subordinado a outra secretaria,Feminino,41,Ensino médio (2º Grau) completo ,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2015,Paritário,Não,Sim,Não,Sim,8,Não,-,-,Sim,2015,Não,Sim,Não,Sim,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
5200050,Setor subordinado a outra secretaria,Feminino,40,Especialização,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2015,Tem maior representação da sociedade civil,Não,Sim,Não,Não,3,Não,-,-,Sim,2015,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Sim,Sim,Sim,Não,-,Não
5200100,Setor subordinado a outra secretaria,Masculino,Não informou,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2012,Paritário,Não,Sim,Não,Sim,Não soube informar*,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5200134,Não possui estrutura,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Não,Não,Não,Sim,Não,-,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não
5200159,Setor subordinado a outra secretaria,Feminino,53,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2012,Não,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5200175,Setor subordinado a outra secretaria,Masculino,33,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
5200209,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2009,Tem maior representação governamental,Sim,Não,Não,Não,0,Sim,Sim,Sim,Sim,2011,Não,Sim,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,-,Não
5200258,Secretaria em conjunto com outras políticas,Masculino,50,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,2008,Sim,Sim,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5200308,Secretaria em conjunto com outras políticas,Masculino,56,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2005,Tem maior representação governamental,Não,Sim,Não,Não,Não soube informar*,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
5200506,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,Sim,Não,Não,Sim,Não,Não,Não,-,Não
5200555,Setor subordinado a outra secretaria,Feminino,53,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1997,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não
5200605,Secretaria em conjunto com outras políticas,Feminino,34,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,0,Não,-,-,Sim,2015,Sim,Sim,Não,Sim,Sim,Não,-,Sim,Não,Não,Sim,Não,Não,Não,-,Não
5200803,Setor subordinado a outra secretaria,Feminino,43,Ensino superior completo,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,2012,Paritário,Sim,Sim,Não,Não,Não soube informar*,Sim,Sim,Sim,Sim,2012,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Sim,Não,Sim,Não,-,Não
5200829,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Não,Não,-,-,-,-,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Não
5200852,Setor subordinado a outra secretaria,Feminino,33,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,2012,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,0,Não,-,-,Sim,2013,Sim,Não,Não,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não
5200902,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2010,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Não,Não,-,Não
5201108,Secretaria em conjunto com outras políticas,Masculino,38,Especialização,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2009,Paritário,Sim,Sim,Sim,Sim,10,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2014,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Não,Não,Sim,Não,-,Sim
5201207,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2015,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Não
5201306,Setor subordinado a outra secretaria,Feminino,37,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2009,Paritário,Sim,Sim,Sim,Sim,4,Sim,Sim,Sim,Sim,2011,Sim,Não,Sim,Não,Sim,Não,-,Sim,Não,Sim,Não,Sim,Sim,Não,-,Sim
5201405,Setor subordinado a outra secretaria,Feminino,55,Ensino superior incompleto,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,2014,Paritário,Não,Sim,Não,Não,6,Sim,O fundo possui um conselho gestor próprio,Não,Sim,2009,Sim,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Não,Não,Sim,Não,-,Não
5201454,Secretaria em conjunto com outras políticas,Feminino,43,Ensino superior completo,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,-,Sim,2012,Paritário,Sim,Sim,Sim,Sim,Não soube informar*,Sim,Sim,Sim,Sim,2014,Não,Sim,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Não,Não,-,Não
5201504,Secretaria em conjunto com outras políticas,Masculino,51,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2014,Paritário,Não,Não,Não,Sim,Não soube informar*,Sim,Sim,Não,Sim,2011,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,-,Não
5201603,Setor subordinado a outra secretaria,Feminino,55,Especialização,Sim,O município não possui Plano Diretor,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,2010,Tem maior representação governamental,Não,Sim,Sim,Não,4,Sim,Sim,Não,Sim,Não soube informar*,Sim,Sim,-,-,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,-,Não
5201702,Não possui estrutura,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5201801,Setor subordinado a outra secretaria,Feminino,34,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,2009,Tem maior representação da sociedade civil,Não,Sim,Não,Não,0,Sim,Sim,Sim,Sim,2013,Sim,Sim,Não,Sim,Sim,Sim,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não
5202155,Setor subordinado a outra secretaria,Masculino,30,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5202353,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,1,Não,-,-,Sim,2016,Não,Não,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,-,Não
5202502,Setor subordinado a outra secretaria,Feminino,49,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não
5202601,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Sim,Não,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não,Não,-,Não
5202809,Secretaria em conjunto com outras políticas,Feminino,62,Ensino médio (2º Grau) incompleto ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2016,Sim,Sim,-,-,-,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Não
5203104,Não possui estrutura,-,-,-,Sim,O município não possui Plano Diretor,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2009,Paritário,Não,Sim,Não,Não,0,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
5203203,Secretaria exclusiva,Masculino,58,Ensino superior completo,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2009,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Sim,2016,Não,Não,-,-,-,-,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,-,Não
5203302,Setor subordinado a outra secretaria,Feminino,45,Ensino superior completo,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,2002,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Não,Sim,2013,Sim,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Sim,-,Sim
5203401,Setor subordinado a outra secretaria,Feminino,38,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2017,Não,Sim,Não,Sim,Não,Não,-,Sim,Sim,Não,Não,Não,Não,Não,-,Não
5203500,Setor subordinado diretamente à chefia do Executivo ,Masculino,44,Especialização,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2012,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não
5203559,Secretaria em conjunto com outras políticas,Feminino,37,Ensino superior completo,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,1,Sim,Não,Sim,Sim,2017,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
5203575,Secretaria em conjunto com outras políticas,Feminino,38,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2017,Paritário,Sim,Sim,Sim,Sim,1,Não,-,-,Sim,2016,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Não,Sim,-,Sim
5203609,Setor subordinado a outra secretaria,Feminino,53,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Não,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Sim,Não,Sim,Não,-,Não
5203807,Setor subordinado a outra secretaria,Feminino,49,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,-,Não
5203906,Setor subordinado a outra secretaria,Feminino,36,Ensino médio (2º Grau) completo ,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,-,Não
5203939,Setor subordinado diretamente à chefia do Executivo ,Masculino,53,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,2009,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Não,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Sim
5203962,Não possui estrutura,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,-,Sim,2010,Tem maior representação governamental,Sim,Sim,Não,Sim,0,Não,-,-,Não,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,-,Não
5204003,Secretaria em conjunto com outras políticas,Feminino,35,Ensino superior incompleto,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,2014,Não,Sim,-,-,-,-,Sim,-,-,-,-,-,-,-,Sim,Não
5204102,Secretaria em conjunto com outras políticas,Masculino,52,Ensino médio (2º Grau) completo ,Sim,O município não possui Plano Diretor,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,"Não, as conferências foram realizadas após a elaboração do plano",Sim,2009,Paritário,Sim,Não,Não,Não,2,Sim,Sim,Não,Sim,2016,Não,Não,Não,Não,Sim,Não,-,Sim,Não,Não,Sim,Sim,Sim,Sim,-,Não
5204201,Setor subordinado a outra secretaria,Masculino,35,Especialização,Sim,O município não possui Plano Diretor,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,2011,Paritário,Não,Não,Não,Sim,0,Sim,Sim,Sim,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Sim,Sim,Não,-,Não
5204250,Setor subordinado a outra secretaria,Feminino,39,Ensino superior completo,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,2014,Não,Sim,Não,Não,Sim,Não,-,Não,Não,Sim,Não,Não,Não,Não,-,Sim
5204300,Setor subordinado a outra secretaria,Masculino,32,Especialização,Não,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2008,Paritário,Não,Sim,Não,Não,2,Sim,Sim,Não,Sim,Não soube informar*,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Sim,Sim,Sim,Sim,Sim,-,Sim
5204409,Secretaria em conjunto com outras políticas,Feminino,Não informou,Ensino superior completo,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2008,Paritário,Sim,Sim,Sim,Sim,2,Não,-,-,Sim,2017,Não,Sim,Não,Não,Sim,Não,-,Sim,Não,Não,Não,Sim,Não,Não,-,Não
