CodMun,MMAM01,MMAM03,MMAM04,MMAM06,MMAM071,MMAM072,MMAM073,MMAM074,MMAM075,MMAM076,MMAM08,MMAM091,MMAM092,MMAM093,MMAM094,MMAM095,MMAM096,MMAM097,MMAM098,MMAM099,MMAM0910,MMAM0911,MMAM10,MMAM101,MMAM102,MMAM111,MMAM112,MMAM113,MMAM114,MMAM12,MMAM16,MMAM17,MMAM171,MMAM18,MMAM191,MMAM192,MMAM193,MMAM194,MMAM195,MMAM196,MMAM197,MMAM198,MMAM199,MMAM201,MMAM20011,MMAM202,MMAM2021,MMAM203,MMAM2031,MMAM204,MMAM2041,MMAM205,MMAM2051,MMAM206,MMAM2061,MMAM207,MMAM2071,MMAM208,MMAM2081,MMAM209,MMAM2091,MMAM2010,MMAM20101,MMAM2011,MMAM20111,MMAM2012,MMAM21,MMAM211,MMAM221,MMAM222,MMAM223,MMAM224,MMAM225,MMAM226,MMAM227,MMAM228,MMAM229,MMAM23,MMAM2311,MMAM2312,MMAM2313,MMAM2314,MMAM2315,MMAM2316,MMAM2317,MMAM241,MMAM242,MMAM243,MMAM244,MMAM245,MMAM246,MMAM247,MMAM25,MMAM261,MMAM262,MMAM263,MMAM264,MMAM265,MMAM266,MMAM267,MMAM268,MMAM269,MMAM2610,MMAM2611,MMAM2612,MMAM2613,MMAM2614
5004502,Secretaria exclusiva,Feminino,24,Ensino médio (2º Grau) completo,2,1,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2017,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5004601,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino fundamental (1º Grau) incompleto,5,2,0,1,2,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Paritário,Sim,Não,Não,Não,4,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5004700,Setor subordinado a outra secretaria,Masculino,55,Ensino superior completo,2,1,0,1,0,0,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,2006,Paritário,Sim,Sim,Não,Sim,6,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2016,Sim,2016,Não,-,Não,-,Sim,2016,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
5004809,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino superior completo,6,1,2,2,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2013,Paritário,Não,Sim,Não,Não,3,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2014,Sim,2014,Sim,2003,Sim,2016,Sim,2014,Sim,2016,Sim,2003,Sim,2016,Sim,2016,Sim,2016,Sim,2016,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
5004908,Secretaria exclusiva,Masculino,38,Ensino superior completo,3,1,0,1,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Sim,Sim,Sim,Sim,5,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5005004,Setor subordinado a outra secretaria,Masculino,53,Ensino superior completo,1,1,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1991,Tem maior representação da sociedade civil,Não,Sim,Não,Não,3,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2017,Sim,2014,Sim,2014,Sim,2014,Sim,2017,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não
5005103,Secretaria em conjunto com outras políticas setoriais,Masculino,59,Ensino superior completo,8,7,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2002,Paritário,Sim,Não,Não,Não,3,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
5005152,Setor subordinado a outra secretaria,Feminino,54,Ensino superior completo,2,0,0,2,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2001,Paritário,Sim,Sim,Não,Sim,3,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Sim,2010,Não,-,Sim,2010,Sim,2010,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5005202,Órgão da administração indireta,Feminino,40,Especialização,12,4,0,3,5,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1994,Paritário,Sim,Sim,Não,Sim,12,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,-,Sim,2016,Não,-,Sim,2011,Não,-,Sim,2007,Sim,2011,Não,-,Não,-,Sim,2011,Não,-,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5005251,Setor subordinado a outra secretaria,Feminino,33,Ensino superior completo,4,3,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Não,Não,Sim,1,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Não,-,Sim,2010,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5005400,Secretaria em conjunto com outras políticas setoriais,Feminino,28,Mestrado,4,0,0,3,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Tem maior representação da sociedade civil,Sim,Sim,Não,Sim,6,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2014,Sim,2014,Não,-,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
5005608,Secretaria em conjunto com outras políticas setoriais,Masculino,45,Ensino superior completo,2,2,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Paritário,Sim,Sim,Sim,Sim,12,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2014,Sim,1983,Não,-,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não
5005681,Secretaria em conjunto com outras políticas setoriais,Masculino,70,Ensino médio (2º Grau) incompleto,22,16,0,4,2,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1993,Paritário,Sim,Sim,Sim,Sim,3,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5005707,Secretaria exclusiva,Masculino,33,Ensino superior completo,20,14,0,5,1,0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2004,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,12,Sim,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,Sim,2016,Não,-,Sim,2016,Sim,2004,Sim,2004,Não,-,Sim,2004,Sim,2004,Sim,2004,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
5005806,Setor subordinado diretamente à chefia do Executivo,Feminino,22,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2017,Paritário,Sim,Sim,Sim,Sim,2,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2017,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5006002,Secretaria em conjunto com outras políticas setoriais,Masculino,52,Especialização,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2009,Paritário,Sim,Sim,Sim,Sim,1,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2012,Não,-,Não,-,Não,-,Sim,2012,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
5006200,Secretaria em conjunto com outras políticas setoriais,Masculino,41,Mestrado,5,5,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2008,Paritário,Sim,Sim,Sim,Não,6,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2008,Sim,2008,Sim,2008,Não,-,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Sim,2008,Não,-,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
5006259,Setor subordinado diretamente à chefia do Executivo,Masculino,27,Ensino superior completo,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
5006275,Secretaria em conjunto com outras políticas setoriais,Masculino,62,Especialização,7,3,0,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2013,Paritário,Sim,Sim,Não,Não,9,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,-,Sim,2017,Sim,2017,Sim,2013,Sim,2013,Não,-,Não,-,Não,-,Sim,2013,Sim,2013,Sim,2013,Sim,2016,-,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não
5006309,Secretaria exclusiva,Masculino,60,Ensino superior completo,9,2,0,5,1,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1995,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,4,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2006,Sim,2006,Sim,2006,Sim,2006,Não,-,Não,-,Não,-,Não,-,Sim,2006,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
5006358,Secretaria exclusiva,Masculino,33,Ensino superior completo,3,2,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Sim,Não,Não,Sim,0,Sim,Sim,O fundo possui um conselho gestor próprio,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Sim,2005,Sim,2005,Sim,2005,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Não,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5006408,Secretaria em conjunto com outras políticas setoriais,Feminino,26,Especialização,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Sim,Sim,Não,Não,0,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,Sim,2016,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não
5006606,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Ensino fundamental (1º Grau) incompleto,14,3,0,10,1,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2017,Tem maior representação da sociedade civil,Sim,Sim,Sim,Não,2,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2015,Sim,2015,Não,-,Sim,2005,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
5006903,Secretaria em conjunto com outras políticas setoriais,Masculino,35,Ensino superior completo,7,2,0,3,0,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2003,Paritário,Não,Sim,Não,Sim,12,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,2011,Não,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007109,Setor subordinado a outra secretaria,Masculino,34,Especialização,7,6,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2010,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,4,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,Sim,1990,Não,-,Sim,2011,Não,-,Sim,2010,Não,-,Sim,2010,Sim,2010,Sim,2010,Não,-,-,Não,-,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
5007208,Setor subordinado a outra secretaria,Masculino,54,Ensino superior completo,2,1,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1995,Tem maior representação da sociedade civil,Sim,Sim,Não,Não,3,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,Sim,Sim,2016,Sim,2016,Não,-,Sim,2016,Não,-,Sim,1995,Sim,1995,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
5007307,Secretaria em conjunto com outras políticas setoriais,Masculino,53,Ensino médio (2º Grau) completo,4,2,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2013,Tem maior representação governamental,Sim,Não,Não,Não,0,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
5007406,Setor subordinado diretamente à chefia do Executivo,Feminino,42,Ensino superior completo,2,1,0,0,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1993,Tem maior representação da sociedade civil,Não informou,Não informou,Não informou,Não informou,0,Não,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2006,Sim,2006,Não,-,Sim,2005,Não,-,Não,-,Sim,2006,Não,-,Não,-,Sim,2012,Não,-,-,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim
5007505,Não possui estrutura,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Não,-,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007554,Setor subordinado a outra secretaria,Masculino,42,Ensino superior completo,2,2,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Tem maior representação governamental,Sim,Não,Não,Não,0,Não,Não,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2016,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007695,Secretaria em conjunto com outras políticas setoriais,Masculino,34,Especialização,2,1,0,1,0,0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,2008,Paritário,Sim,Sim,Não,Não,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2015,Sim,2015,Não,-,Não,-,Sim,2006,Sim,2006,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007703,Secretaria em conjunto com outras políticas setoriais,Masculino,40,Especialização,4,4,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Tem maior representação da sociedade civil,Não,Sim,Sim,Sim,3,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2013,Sim,2013,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007802,Setor subordinado diretamente à chefia do Executivo,Feminino,19,Ensino superior incompleto,3,0,0,3,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2005,Paritário,Sim,Sim,Não,Sim,3,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007901,Secretaria em conjunto com outras políticas setoriais,Masculino,58,Ensino superior completo,2,1,0,0,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2006,Paritário,Sim,Sim,Não,Não,3,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2015,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não
5007935,Secretaria em conjunto com outras políticas setoriais,Masculino,58,Especialização,4,0,0,4,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1999,Tem maior representação da sociedade civil,Não,Sim,Sim,Não,0,Sim,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,Sim,2016,Não,-,Sim,2005,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5007950,Secretaria em conjunto com outras políticas setoriais,Masculino,35,Ensino superior completo,4,2,0,1,0,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2005,Sim,2005,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Não,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não
5007976,Secretaria em conjunto com outras políticas setoriais,Feminino,30,Ensino superior completo,12,6,0,6,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2001,Paritário,Sim,Não,Não,Não,12,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Sim,2013,Sim,2013,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não
5008008,Setor subordinado a outra secretaria,Masculino,49,Ensino superior incompleto,5,2,0,1,1,1,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,Sim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não
5008305,Secretaria em conjunto com outras políticas setoriais,Masculino,47,Mestrado,54,22,0,28,4,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1997,Tem maior representação governamental,Sim,Sim,Não,Não,12,Sim,Sim,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,Sim,2014,Não,-,Sim,2000,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-,Sim,Sim,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
5008404,Secretaria exclusiva,Masculino,39,Especialização,1,0,0,1,0,0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,2008,Paritário,Não,Sim,Não,Não,0,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
