CodMun,CodMun,MTRA01,MTRA03,MTRA04,MTRA06,MTRA07,MTRA081,MTRA082,MTRA083,MTRA084,MTRA085,MTRA086,MTRA087,MTRA09,MTRA091,MTRA10,MTRA101,MTRA102,MTRA111,MTRA112,MTRA113,MTRA114,MTRA12,MTRA16,MTRA161,MTRA17,MTRA181,MTRA182,MTRA183,MTRA184,MTRA185,MTRA186,MTRA187,MTRA188,MTRA19,MTRA1911,MTRA192,MTRA1912,MTRA193,MTRA1913,MTRA1914,MTRA1915,MTRA201,MTRA202,MTRA203,MTRA204,MTRA205,MTRA206,MTRA207,MTRA208,MTRA209,MTRA2010,MTRA21,MTRA221,MTRA222,MTRA223,MTRA224,MTRA23,MTRA231,MTRA24,MTRA25
4121208,4121208,Setor subordinado a outra secretaria,Feminino,38,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2017,Tem maior representação governamental,Sim,Não,Não,Sim,1,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Não,,Não,-,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Sim,Sim,Não,Sim,Não,Não,Não
4121257,4121257,Setor subordinado a outra secretaria,Feminino,41,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4121307,4121307,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4121356,4121356,Setor subordinado diretamente à chefia do Executivo,Feminino,47,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4121406,4121406,Setor subordinado a outra secretaria,Masculino,47,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4121505,4121505,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Não,-,Não,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
4121604,4121604,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4121703,4121703,Secretaria em conjunto com outras políticas setoriais,Masculino,Não informou,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4121752,4121752,Setor subordinado a outra secretaria,Masculino,63,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4121802,4121802,Setor subordinado a outra secretaria,Masculino,26,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,1999,Tem maior representação governamental,Não,Não,Sim,Sim,2,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4121901,4121901,Secretaria exclusiva,Masculino,44,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4122008,4122008,Secretaria em conjunto com outras políticas setoriais,Masculino,46,Ensino superior completo,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sim,2016,Tem maior representação da sociedade civil,Não,Não,Não,Sim,6,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,,Sim,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
4122107,4122107,Secretaria exclusiva,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4122156,4122156,Setor subordinado a outra secretaria,Masculino,53,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Sim,O município não possui plano,Sim,1997,Paritário,Sim,Sim,Não,Não,Não soube informar*,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
4122172,4122172,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4122206,4122206,Secretaria exclusiva,Masculino,40,Ensino superior incompleto,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Parcialmente adaptada,Não,Sim,Não,Não,Não,-,Não,Não
4122305,4122305,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
4122404,4122404,Setor subordinado a outra secretaria,Feminino,42,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,1998,Paritário,Não,Sim,Não,Não,12,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Sim,Não
4122503,4122503,Setor subordinado diretamente à chefia do Executivo,Masculino,56,Ensino fundamental (1º Grau) incompleto,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,2013,Tem maior representação da sociedade civil,Sim,Não,Sim,Sim,2,Sim,Não,Sim,-,-,-,-,-,-,-,Sim,Sim,Não,,Não,-,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sem adaptação,-,-,-,-,Não,-,Não,Não
4122602,4122602,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4122651,4122651,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,-,Não,-,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Sem adaptação,-,-,-,-,Sim,Não,Não,Não
4122701,4122701,Setor subordinado a outra secretaria,Feminino,51,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Não,-,Não,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,-,Sem adaptação,-,-,-,-,Sim,Não,Sim,Não
4122800,4122800,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4122909,4122909,Setor subordinado diretamente à chefia do Executivo,Masculino,46,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Sim,Não,Não
4123006,4123006,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4123105,4123105,Secretaria em conjunto com outras políticas setoriais,Feminino,58,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4123204,4123204,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4123303,4123303,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4123402,4123402,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Sim,2015,Tem maior representação da sociedade civil,Sim,Sim,Não,Sim,0,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sem adaptação,-,-,-,-,Sim,Não,Sim,Sim
4123501,4123501,Secretaria exclusiva,Masculino,58,Ensino superior incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Sim,Não
4123600,4123600,Setor subordinado diretamente à chefia do Executivo,Masculino,44,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4123709,4123709,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4123808,4123808,Secretaria em conjunto com outras políticas setoriais,Masculino,50,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2005,Paritário,Sim,Não,Não,Não,1,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4123824,4123824,Secretaria em conjunto com outras políticas setoriais,Masculino,58,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4123857,4123857,Secretaria em conjunto com outras políticas setoriais,Masculino,41,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2017,Tem maior representação da sociedade civil,Sim,Não,Não,Sim,0,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4123907,4123907,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
4123956,4123956,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4124004,4124004,Setor subordinado a outra secretaria,Masculino,40,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4124020,4124020,Não possui estrutura,-,-,-,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não
4124053,4124053,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não
4124103,4124103,Setor subordinado a outra secretaria,Masculino,60,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2012,Tem maior representação da sociedade civil,Sim,Não,Não,Não,1,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Não,Não,Não
4124202,4124202,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4124301,4124301,Secretaria em conjunto com outras políticas setoriais,Masculino,29,Ensino médio (2º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,-,-,-,-,-,-,-,Sim,Sim,Não,-,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,-,Parcialmente adaptada,Não,Não,Sim,Não,Sim,Sim,Não,Não
4124400,4124400,Secretaria exclusiva,Masculino,28,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2015,Tem maior representação governamental,Não,Não,Não,Sim,1,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,,Não,-,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,-,Parcialmente adaptada,Não,Não,Sim,Não,Não,-,Não,Não
4124509,4124509,Secretaria exclusiva,Masculino,45,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4124608,4124608,Setor subordinado a outra secretaria,Masculino,45,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4124707,4124707,Setor subordinado a outra secretaria,Masculino,47,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2017,Tem maior representação da sociedade civil,Não,Não,Não,Sim,6,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4124806,4124806,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4124905,4124905,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4125001,4125001,Setor subordinado a outra secretaria,Feminino,36,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2016,Paritário,Sim,Sim,Sim,Sim,2,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4125100,4125100,Secretaria em conjunto com outras políticas setoriais,Masculino,42,Ensino médio (2º Grau) completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,2008,Tem maior representação governamental,Sim,Não,Não,Sim,2,Sim,Sim,Não,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Sim,Parcialmente adaptada,Sim,Não,Sim,Não,Sim,Sim,Não,Não
4125209,4125209,Setor subordinado a outra secretaria,Feminino,36,Especialização,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
4125308,4125308,Setor subordinado a outra secretaria,Feminino,48,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2015,Paritário,Sim,Não,Sim,Não,4,Sim,Não,Não,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
4125357,4125357,Secretaria em conjunto com outras políticas setoriais,Feminino,46,Especialização,Não,-,-,-,-,-,-,-,Não,-,Sim,2013,Paritário,Não,Não,Não,Sim,2,Não,-,-,Sim,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,Não
4125407,4125407,Secretaria em conjunto com outras políticas setoriais,Masculino,51,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4125456,4125456,Setor subordinado a outra secretaria,Masculino,43,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não
4125506,4125506,Secretaria exclusiva,Masculino,57,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Não,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,-,Parcialmente adaptada,Sim,Sim,Não,Não,Sim,Sim,Não,Não
4125555,4125555,Setor subordinado a outra secretaria,Sem gestor²,Sem gestor²,Sem gestor²,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4125605,4125605,Setor subordinado a outra secretaria,Masculino,72,Ensino superior completo,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,-,Sim,2012,Paritário,Não,Não,Sim,Não,1,Não,-,-,Não,Não,Não,Sim,Não,Sim,Não,-,Sim,Sim,Sim,Não,-,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,-,Parcialmente adaptada,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim
4125704,4125704,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Sim,2015,Tem maior representação governamental,Sim,Sim,Não,Não,12,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Não,-,Não,-,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,-,Parcialmente adaptada,-,-,-,Sim,Sim,Não,Não,Não
4125753,4125753,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4125803,4125803,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4125902,4125902,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
4126009,4126009,Secretaria em conjunto com outras políticas setoriais,Masculino,42,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4126108,4126108,Secretaria em conjunto com outras políticas setoriais,Masculino,57,Ensino fundamental (1º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não
4126207,4126207,Secretaria exclusiva,Masculino,59,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,Não
4126256,4126256,Setor subordinado a outra secretaria,Feminino,49,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Sim,2012,Paritário,Não,Não,Não,Sim,0,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não
4126272,4126272,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4126306,4126306,Secretaria em conjunto com outras políticas setoriais,Masculino,46,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
4126355,4126355,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não
4126405,4126405,Setor subordinado a outra secretaria,Masculino,34,Ensino superior completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4126504,4126504,Secretaria exclusiva,Masculino,Não informou,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Sim,2016,Tem maior representação governamental,Não,Não,Não,Sim,2,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Não,Não
4126603,4126603,Setor subordinado diretamente à chefia do Executivo,Masculino,49,Ensino médio (2º Grau) completo,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Sim,Não,Sim,Sim,Não,Sim,Não,-,Sim,Não,-,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Parcialmente adaptada,Não,Sim,Não,Não,Não,-,Não,Não
4126652,4126652,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Sim,2011,Paritário,Sim,Sim,Não,Não,0,Não,-,-,Não,Não,Não,Sim,Não,Não,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4126678,4126678,Não possui estrutura,-,-,-,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Sim,Sim,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
4126702,4126702,Setor subordinado a outra secretaria,Masculino,47,Ensino fundamental (1º Grau) incompleto,Não,-,-,-,-,-,-,-,Não,-,Não,-,-,-,-,-,-,-,Não,-,-,Não,Não,Não,Não,Não,Sim,Não,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não
