CodMun,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
2107100,Sim,Não,Não,Não,Não,Não
2107209,Sim,Sim,Não sabe,Não,Não,Não
2107258,Sim,Não sabe,Não sabe,Não sabe,Não sabe,Não
2107308,Sim,Não,Não,Não,Não,Não
2107357,Não,Não,Não,Não,Não,Não
2107407,Não,Não,Não,Não,Não,Não
2107456,Sim,Não,Não,Não,Não,Não sabe
2107506,Não,Sim,Não,Não,Não sabe,Não sabe
2107605,Não,Não,Não,Não,Não,Não
2107704,Não sabe,Não,Não,Não,Não,Não sabe
2107803,Sim,Não,Não,Não,Não,Não
2107902,Sim,Não,Não,Não,Não,Não
2108009,Sim,Não,Não,Não,Sim,Não
2108058,Sim,Não,Sim,Sim,Não,Não
2108108,Não sabe,Não,Não sabe,Não sabe,Não,Não
2108207,Não,Não,Não,Não,Não,Não
2108256,Sim,Não,Não,Não,Não,Não
2108306,Não,Sim,Não sabe,Sim,Não,Não
2108405,Não,Não,Não,Não,Não,Não
2108454,Não,Não,Não,Não,Não,Não
2108504,Não,Não,Não,Não,Não,Não
2108603,Não,Não,Não,Não,Não,Não
2108702,Não,Não,Não,Não,Não,Não
2108801,Não,Não sabe,Não sabe,Não sabe,Não,Não
2108900,Sim,Não,Não,Não,Não,Não
2109007,Não,Não,Não,Não,Não,Não
2109056,Não,Não,Não,Não,Não,Não
2109106,Não,Não,Não,Não,Não,Não
2109205,Não,Não,Não,Não,Não,Não
2109239,Não,Não,Não,Não,Não,Não
2109270,Não,Sim,Não,Não,Não,Não
2109304,Não,Sim,Sim,Não,Não,Não
2109403,Não,Não,Não,Não,Não,Não
2109452,Sim,Não,Sim,Não,Sim,Não
2109502,Sim,Não,Sim,Não,Não,Não
2109551,Não,Não,Não,Não,Não,Não
2109601,Não,Não,Não,Não,Não,Não sabe
2109700,Sim,Não,Não,Não,Não,Não
2109759,Sim,Não,Não,Não,Não,Não
2109809,Não sabe,Não,Não,Não,Não,Não
2109908,Não,Sim,Não,Não,Não,Não
2110005,Não,Não,Sim,Não,Não,Não sabe
2110039,Não,Não,Não,Não,Não,Não
2110104,Sim,Não,Não,Não,Não,Não
2110203,Sim,Não,Não,Não,Não,Não
2110237,Não,Não,Não,Não,Não,Não
2110278,Sim,Não,Não,Não,Não,Não
2110302,Não,Não,Não,Não,Não,Não
2110401,Sim,Não,Não,Não,Não,Não
2110500,Não,Não,Sim,Não,Sim,Não
2110609,Não,Não,Não,Não,Não,Não
2110658,Não,Não,Não,Não,Não,Não
2110708,Sim,Não,Não,Não,Não,Não
2110807,Sim,Não,Não,Não,Não,Não
2110856,Não,Sim,Sim,Não,Sim,Não
2110906,Sim,Não,Não,Não,Não,Não
2111003,Sim,Não,Não,Não,Não,Não
2111029,Não,Não,Não,Não,Não,Não
2111052,Sim,Não,Não,Não,Sim,Não
2111078,Sim,Não,Não,Não,Não,Não
2111102,Sim,Sim,Não,Não,Não,Não
2111201,Não,Sim,Sim,Sim,Sim,Não
2111250,Sim,Sim,Sim,Não sabe,Não,Não sabe
2111300,Não,Sim,Sim,Sim,Sim,Sim
2111409,Não,Não,Não,Não,Não,Não
2111508,Não,Sim,Não,Sim,Não sabe,Não
2111532,Não,Não,Não,Sim,Sim,Não
2111573,Sim,Não,Não,Não,Não,Não
2111607,Sim,Não,Sim,Não,Não,Não
2111631,Não,Não,Não,Não,Não,Não
2111672,Não,Não,Não,Não,Não,Não
2111706,Não,Não,Não,Não,Não,Não
2111722,Não,Não,Não sabe,Não,Não,Não
2111748,Sim,Não,Não,Não,Não,Não
2111763,Não,Sim,Não,Não,Sim,Não
2111789,Sim,Não sabe,Não sabe,Não,Não,Não
2111805,Sim,Não,Não,Não,Não,Não
2111904,Sim,Não,Não,Não,Não,Não
2111953,Não,Não,Não,Não,Não,Não
2112001,Sim,Não,Não,Não,Não,Não
2112100,Não,Não,Não,Não,Não,Não
2112209,Sim,Sim,Sim,Não,Não,Não
2112233,Não,Sim,Não,Não,Não,Não
2112274,Não,Sim,Não sabe,Sim,Não sabe,Não sabe
2112308,Sim,Não,Não,Não,Não,Não
2112407,Não,Não,Não,Não sabe,Não,Não
2112456,Sim,Não,Não,Não,Não,Não
2112506,Sim,Sim,Sim,Não,Não,Não
2112605,Sim,Não,Sim,Não,Não,Não
2112704,Sim,Sim,Não,Não,Sim,Não sabe
2112803,Não sabe,Não,Não,Não,Não,Não
2112852,Não,Não,Não,Não,Não,Não
2112902,Não,Não,Não,Não,Não,Não
2113009,Não,Não,Não,Não,Não,Não
2114007,Não,Não,Não,Não,Não,Não
2200053,Sim,Não,Sim,Não,Não,Não
2200103,Sim,Não,Não,Não,Não,Não
2200202,Não,Não,Não,Não,Não,Não
2200251,Sim,Não,Não,Não,Não,Não
2200277,Sim,Não,Não,Não,Não,Não
2200301,Sim,Não,Não,Não,Não,Não
2200400,Sim,Não,Não,Não,Não,Não
2200459,Sim,Não,Não,Não,Não,Não
2200509,Sim,Não,Sim,Não,Não,Não
2200608,Sim,Não,Não,Não,Não,Não
2200707,Sim,Não,Não,Não,Não,Não
2200806,Sim,Não,Sim,Não,Não,Não
2200905,Sim,Não,Não,Não,Não,Não
2200954,Sim,Não,Não,Não,Não,Não
2201002,Sim,Não,Não,Não,Não,Não
2201051,Sim,Não,Não,Não,Não,Não
2201101,Sim,Não,Não,Não,Não,Não
2201150,Sim,Não,Não,Não,Não,Não
2201176,Sim,Não,Não,Não,Não,Não
2201200,Sim,Não,Não sabe,Não,Não sabe,Não
2201309,Sim,Não,Sim,Não,Não,Não
2201408,Não,Não,Não,Não,Não,Não
2201507,Não sabe,Não,Não,Não,Não,Não
2201556,Sim,Não,Não,Não,Não,Não
2201572,Sim,Não,Não,Não,Não,Não
2201606,Sim,Não,Não,Não,Não,Não
2201705,Sim,Não,Não,Não,Não,Não
2201739,Sim,Não,Não,Não,Não,Não
2201770,Não,Não,Não,Não,Não,Não
2201804,Sim,Não,Não,Não,Não,Não
2201903,Sim,Não,Não,Sim,Sim,Não
2201919,Sim,Não,Não,Não,Não,Não
2201929,Sim,Não,Não,Não,Não,Não
2201945,Sim,Não,Não,Não,Não,Não
2201960,Sim,Não,Não,Não,Não,Não
2201988,Sim,Não,Não,Não,Não,Não
2202000,Sim,Não,Não,Não,Não,Não
2202026,Sim,Não,Não,Não,Não,Não
2202059,Sim,Não,Não,Não,Não sabe,Não
2202075,Sim,Não,Não,Não,Não,Não
2202083,Sim,Não,Não,Não,Não,Não
2202091,Sim,Não,Não,Não,Não,Não
2202109,Sim,Não,Não,Não,Não,Não
2202117,Sim,Não,Não,Não,Não,Não
2202133,Sim,Não,Não,Não,Não,Não
2202174,Sim,Não,Não,Não,Não,Não
2202208,Sim,Não,Não,Não,Não,Não
2202251,Sim,Não,Não,Não,Não,Não
2202307,Sim,Sim,Não,Sim,Sim,Não
2202406,Sim,Não,Não,Não,Não,Não
2202455,Sim,Não,Não,Não,Não,Não
2202505,Sim,Não,Não,Não,Não,Não
2202539,Sim,Não,Não,Não,Não,Não
2202554,Sim,Não,Não,Não,Não,Não
2202604,Sim,Não,Não,Não,Não,Não
2202653,Sim,Não,Não,Não,Não,Não
2202703,Sim,Não,Não,Não,Não,Não
2202711,Sim,Não,Não,Não,Não,Não
2202729,Não,Não,Não,Não,Não,Não
2202737,Sim,Não,Não,Não,Não,Não
2202752,Sim,Não,Não,Não,Não,Não
2202778,Sim,Não,Sim,Não,Não,Não
2202802,Sim,Não,Não,Não,Não,Não
2202851,Sim,Não,Sim,Não,Não,Não
2202901,Sim,Sim,Não,Não,Não,Não
2203008,Sim,Não,Não,Não,Não,Não
2203107,Sim,Não,Não,Não,Não,Não
2203206,Sim,Não,Não,Não,Não,Não
2203230,Sim,Não,Não,Sim,Sim,Não
2203255,Sim,Não sabe,Não,Não sabe,Não sabe,Não
2203271,Sim,Não,Não,Não,Não,Não
2203305,Não,Não,Não,Não sabe,Não sabe,Não sabe
2203354,Sim,Não,Não,Não,Não,Não
2203404,Sim,Não,Não,Não,Não,Não
2203420,Sim,Não,Não,Não,Não,Não
2203453,Sim,Não,Não,Não,Sim,Não
2203503,Sim,Não,Não,Não,Sim,Não
2203602,Sim,Não,Não,Não,Não,Não
2203701,Sim,Não,Não,Não,Não,Não
2203750,Sim,Não,Não,Não,Não,Não
2203800,Sim,Não,Não,Não,Não,Não
2203859,Sim,Não,Não,Não,Não,Não
2203909,Sim,Não,Não,Não,Não,Não
2204006,Sim,Não,Não,Não,Não,Não
2204105,Sim,Não,Não,Não,Não,Não
2204154,Sim,Não,Não,Não,Não,Não
2204204,Sim,Não,Não,Não,Não,Não
2204303,Sim,Não,Não,Não,Não,Não
2204352,Sim,Não,Não,Não,Não,Não
2204402,Sim,Não,Sim,Não,Não,Não
2204501,Sim,Não,Não,Não,Não,Não
2204550,Sim,Não,Não,Não,Não,Não
2204600,Sim,Não,Não,Não,Não,Não
2204659,Não,Sim,Não,Não,Não,Não
2204709,Sim,Não,Não,Não,Não,Não
2204808,Sim,Não,Não,Não,Não,Não
2204907,Sim,Não,Não,Não,Não,Não
2205003,Sim,Não,Não,Não,Não,Não
2205102,Sim,Não,Não,Não,Não,Não
2205151,Sim,Não,Não,Não,Não,Não
2205201,Sim,Não,Não,Não,Não,Não
2205250,Sim,Não,Não,Não,Não,Não
2205276,Sim,Não,Não,Não,Não,Não
2205300,Sim,Não,Sim,Não,Não,Não
2205359,Sim,Não,Não,Não,Não,Não
2205409,Não,Não,Não,Não,Não,Não
2205458,Sim,Não,Não,Não,Não,Não
2205508,Sim,Sim,Não,Não,Não,Não
2205516,Sim,Não,Não,Não,Não,Não
2205524,Sim,Não,Não,Não,Não,Não
2205532,Sim,Não,Não,Não,Não,Não
2205540,Sim,Não,Não,Não,Não,Não
2205557,Não,Não,Não,Não,Não,Não
2205565,Sim,Não,Não,Não,Não,Não
2205573,Sim,Não,Não,Não,Não,Não
2205581,Sim,Não,Não,Não,Não,Não
2205599,Sim,Não,Não,Não,Não,Não
2205607,Sim,Não,Não,Não,Não,Não
2205706,Sim,Não,Não,Não,Não,Não
2205805,Sim,Não,Não,Não,Não,Não
2205854,Sim,Não,Não,Não,Não,Não
2205904,Sim,Não,Não,Não,Não,Não
2205953,Sim,Não,Não,Não,Não,Não
2206001,Sim,Não,Não,Não,Não,Não
2206050,Sim,Não,Não,Não,Não,Não
2206100,Não,Não,Não,Não,Não,Não
2206209,Sim,Não,Não,Não,Não,Não
2206308,Não,Não,Não,Não,Não,Não sabe
2206357,Sim,Não,Não,Não,Não,Não
2206407,Sim,Não,Não,Não,Não,Não
2206506,Sim,Não,Não,Não,Não,Não
2206605,Sim,Não,Não,Não,Não,Não
2206654,Sim,Não,Não,Não,Não,Não
2206670,Sim,Não,Não,Não,Não,Não
2206696,Sim,Não,Não,Não,Não,Não
2206704,Sim,Não,Não,Não,Não,Não
2206720,Não,Não sabe,Não,Não,Não,Não
2206753,Sim,Não,Não,Não,Não,Não
2206803,Sim,Sim,Não,Não,Não,Não
2206902,Sim,Não,Não,Não,Não,Não
2206951,Sim,Não,Não,Não,Não,Não
2207009,Sim,Não,Não,Não,Não,Não
2207108,Sim,Não,Não,Não,Não,Não
2207207,Sim,Não,Não,Não,Não,Não
2207306,Sim,Não,Não,Não,Não,Não
2207355,Sim,Não,Não,Não,Não,Não
2207405,Sim,Não,Não,Sim,Sim,Não
2207504,Sim,Sim,Não,Sim,Não,Não
2207553,Sim,Não,Não,Não,Não,Não
2207603,Sim,Não,Sim,Não,Não,Não
2207702,Sim,Não,Não,Não,Não,Não
2207751,Sim,Não,Não,Não,Não,Não
2207777,Sim,Não,Não,Não,Não,Não
2207793,Sim,Não,Não,Não,Não,Não
2207801,Sim,Não,Não,Não,Não,Não
2207850,Sim,Sim,Sim,Não,Não,Não
2207900,Sim,Não,Não,Não,Não,Não
2207934,Sim,Não,Não,Não,Não,Não
2207959,Sim,Não,Não,Não,Não,Não
2208007,Sim,Não,Não,Não,Não,Sim
2208106,Sim,Não,Não,Não,Não,Não
2208205,Sim,Não,Não,Não,Não,Não
2208304,Sim,Não,Não,Não,Não,Não
2208403,Sim,Não,Não,Não,Não,Não
2208502,Sim,Não,Não,Não,Não,Não
2208551,Sim,Não,Não,Não,Não,Não
2208601,Sim,Não,Não,Não,Não,Não
2208650,Sim,Não,Não,Não,Não,Não
2208700,Sim,Não,Não,Não,Não,Não
2208809,Sim,Não,Não,Não,Não,Não
2208858,Sim,Não,Não,Não,Não,Não
2208874,Sim,Não,Não,Não,Não,Não
2208908,Sim,Não,Não,Não,Não,Não
2209005,Sim,Não,Não,Não,Não,Não
2209104,Sim,Não,Não,Não,Não,Não
2209153,Sim,Não,Não,Não,Não,Não
2209203,Sim,Não,Sim,Não,Não,Não
2209302,Sim,Não,Não,Não,Não,Não
2209351,Sim,Não,Não,Não,Não,Não
2209377,Sim,Não,Não,Não,Não,Não
2209401,Sim,Não,Não,Não,Não,Não
2209450,Sim,Não,Não,Não,Não,Não
2209500,Sim,Não,Não,Não,Não,Não
2209559,Sim,Não,Não,Não,Não,Não
2209609,Sim,Não,Não,Não,Não,Não
2209658,Sim,Não,Não,Não,Não,Não
2209708,Sim,Não,Não,Não,Não,Não
2209757,Sim,Não,Sim,Não,Não,Não
2209807,Sim,Não,Não,Não,Não,Não
2209856,Sim,Não,Não,Não,Não,Não
2209872,Sim,Não,Não,Não,Não,Não
2209906,Sim,Não,Não,Não,Não,Não
2209955,Sim,Não,Não,Não,Não,Não
2209971,Sim,Não,Não,Não,Não,Não
2210003,Sim,Não,Não,Não,Sim,Não
2210052,Sim,Não,Não,Não,Não,Não
2210102,Sim,Não,Não,Não,Não,Não
2210201,Sim,Não,Não,Não,Não,Não
2210300,Sim,Não,Não,Não,Não,Não
2210359,Sim,Não,Não,Não,Não,Não
2210375,Sim,Não,Não,Não,Não,Não
2210383,Sim,Não,Não,Não,Não,Não
2210391,Sim,Não,Não,Não,Não,Não
2210409,Sim,Não,Não,Não,Não,Não
2210508,Sim,Não,Não,Não,Não,Não
2210607,Sim,Não,Sim,Não,Não,Não
2210623,Sim,Não,Não,Sim,Não,Não
2210631,Sim,Não,Não,Não,Não,Não
2210656,Sim,Não,Não,Não,Não,Não
2210706,Sim,Não,Não,Não,Não,Não
2210805,Sim,Não,Não,Não,Não,Não
2210904,Sim,Não,Não,Não,Não,Não
2210938,Sim,Não,Não,Não,Não,Não
2210953,Sim,Não,Não,Não,Não,Não
2210979,Sim,Não,Não,Não,Não,Não
2211001,Não,Sim,Não,Sim,Não,Não
2211100,Não,Não,Não,Não,Não,Não
2211209,Sim,Não,Não,Não,Não,Não
2211308,Sim,Não,Não,Não,Não,Não
2211357,Sim,Não,Não,Não,Não,Não
2211407,Sim,Não,Não,Não,Não,Não
2211506,Sim,Não,Não,Não,Não,Não
2211605,Sim,Não,Não,Não,Não,Não
2211704,Sim,Não,Não,Sim,Não,Não
2300101,Sim,Não,Sim,Não,Não,Não
2300150,Sim,Não,Não,Não,Não,Não
2300200,Sim,Não,Não,Não,Não,Não
2300309,Sim,Não,Não,Não,Não,Não
2300408,Sim,Não,Não,Não,Não,Não
2300507,Sim,Não,Não sabe,Não,Não,Não
2300606,Sim,Não,Não,Não,Não,Não
2300705,Sim,Não,Não,Não,Não,Não
2300754,Sim,Não,Não sabe,Não,Não,Não
2300804,Sim,Não,Não,Não,Não,Não
2300903,Sim,Não,Sim,Não,Não,Não
2301000,Sim,Não,Não,Não,Não,Não
2301109,Sim,Não,Sim,Não,Não,Não
2301208,Sim,Não,Não,Não,Não,Não
2301257,Sim,Não,Não,Não,Não,Não
2301307,Sim,Não,Não,Não,Não,Não
2301406,Sim,Não,Não,Não,Não,Não
2301505,Sim,Não,Não,Não,Não,Não
2301604,Sim,Não,Não,Não,Não,Não
2301703,Sim,Não,Não sabe,Não,Não,Não sabe
2301802,Sim,Não,Não,Não,Não,Não
2301851,Sim,Não,Não,Não,Não,Não
2301901,Sim,Não,Sim,Não,Não,Não
2301950,Sim,Não,Não,Não,Não,Não
2302008,Sim,Não,Não,Não,Não,Não
2302057,Sim,Não,Não,Não,Não,Não
2302107,Sim,Não,Não,Não,Não,Não
2302206,Sim,Não,Não,Não,Não,Não
2302305,Sim,Não,Não,Não,Não,Não
2302404,Sim,Não,Não,Não,Não,Não
2302503,Sim,Não,Não,Não,Não,Não
2302602,Sim,Não,Não,Não,Não,Não
2302701,Sim,Não,Não,Não,Não,Não
2302800,Sim,Não,Não,Não,Não sabe,Não
2302909,Sim,Não,Não,Não,Não,Não
2303006,Sim,Não,Não,Não,Não,Não
2303105,Sim,Não,Não,Não,Não,Não
2303204,Sim,Não,Não,Não,Não,Não
2303303,Sim,Não,Não,Não,Não,Não
2303402,Sim,Não,Não,Não,Não,Não
2303501,Sim,Não,Não sabe,Não,Não,Não
2303600,Sim,Não,Não,Não,Não,Não
2303659,Sim,Não,Não,Não,Não,Não
2303709,Sim,Sim,Sim,Não,Não,Não
2303808,Sim,Não,Não,Não,Não,Não
2303907,Sim,Não,Não,Não,Não,Não
2303931,Sim,Não,Sim,Não,Não,Não
2303956,Sim,Não,Não,Não,Não,Não
2304004,Sim,Não sabe,Não sabe,Sim,Não,Não
2304103,Sim,Não,Não,Não,Não,Não
2304202,Sim,Sim,Sim,Sim,Sim,Sim
2304236,Sim,Sim,Não,Não,Não,Não
2304251,Sim,Não,Não,Não,Não,Não
2304269,Sim,Não,Não,Não,Não,Não
2304277,Sim,Não,Não,Não,Sim,Não
2304285,Não,Não,Não,Não,Não,Não
2304301,Sim,Não,Não,Não,Não,Não
2304350,Sim,Não,Não,Não,Não,Não
2304400,Não,Sim,Sim,Sim,Não,Sim
2304459,Sim,Não,Não,Não,Não,Não
2304509,Sim,Não,Não,Não,Não,Não
2304608,Sim,Não,Não,Não,Não,Não
2304657,Sim,Não,Não,Não,Não,Não
2304707,Sim,Não,Não,Não,Não,Não
2304806,Sim,Não,Não,Não,Não,Não
2304905,Sim,Não,Não,Sim,Não,Não
2304954,Sim,Não,Não,Não,Não,Não
2305001,Sim,Não,Sim,Não,Não,Não
2305100,Não,Não,Sim,Não,Não,Sim
2305209,Sim,Não,Não,Não,Não,Não
2305233,Sim,Não,Não,Não,Não,Não
2305266,Sim,Não,Não,Não,Não,Não
2305308,Sim,Não,Não,Não,Não,Sim
2305332,Sim,Não,Sim,Não,Não,Não
2305357,Sim,Não,Sim,Não,Não,Sim
2305407,Sim,Não,Não,Não,Não,Não
2305506,Sim,Não,Não,Não,Não,Não
2305605,Sim,Não,Não,Não,Não,Não
2305654,Sim,Não,Não,Não,Não,Não
2305704,Sim,Não,Não,Não,Não,Não
2305803,Sim,Não,Não,Não,Não,Não
2305902,Sim,Não,Não,Não,Não,Não
2306009,Sim,Não,Não,Não,Não,Não
2306108,Sim,Não,Sim,Não,Não,Não
2306207,Sim,Não,Não,Não,Não,Não
2306256,Sim,Sim,Sim,Sim,Não,Não
2306306,Sim,Não,Não,Não,Não,Sim
2306405,Sim,Não,Não,Não,Não,Não
2306504,Sim,Não,Não,Não,Não,Não
2306553,Sim,Não,Não,Não,Não,Não
2306603,Sim,Não,Não,Não,Não,Não
2306702,Sim,Não,Não,Não,Não,Não
2306801,Sim,Não,Não,Não,Não,Não
2306900,Sim,Não,Não,Não,Não,Não
2307007,Sim,Não,Sim,Não,Não,Não
2307106,Sim,Não,Sim,Não,Não,Não
2307205,Sim,Não,Não,Não,Não,Não
2307254,Sim,Não,Não,Não,Não,Não
2307304,Sim,Sim,Sim,Sim,Não,Não
2307403,Sim,Não,Não,Não,Não,Não
2307502,Sim,Não,Não,Não,Não,Não
2307601,Sim,Sim,Não,Não,Não,Não
2307635,Sim,Não,Não,Não,Não,Não
2307650,Sim,Sim,Não,Não,Não,Não
2307700,Sim,Não,Não,Não,Não,Sim
2307809,Sim,Não,Não,Não,Não,Não
2307908,Sim,Não,Não,Não,Não,Não
2308005,Sim,Não,Não,Não sabe,Não,Não
2308104,Sim,Não,Não,Não,Não,Não
2308203,Sim,Não,Não,Não,Não,Sim
2308302,Sim,Não,Não,Não,Não,Não
2308351,Sim,Não,Não,Não,Não,Não
2308377,Sim,Não,Não,Não,Não,Não
2308401,Sim,Não,Não,Não,Não,Não
2308500,Sim,Não,Não,Não,Não,Não
2308609,Sim,Não,Não,Não,Não,Não
2308708,Sim,Sim,Não,Não,Não,Não
2308807,Sim,Não,Não,Não,Não,Não
2308906,Sim,Não,Não,Não,Não,Não
2309003,Sim,Não,Não,Não,Não,Não
2309102,Sim,Não,Não,Não,Não,Não
2309201,Sim,Não,Não,Não,Não,Não
2309300,Sim,Não,Não,Não,Não,Não
2309409,Sim,Não,Não,Não,Não,Não
2309458,Sim,Sim,Não,Não,Não,Não
2309508,Sim,Não,Não,Não,Não,Não
2309607,Sim,Não,Não,Não,Não,Não
2309706,Sim,Sim,Não,Sim,Sim,Não
2309805,Não sabe,Não,Não,Não sabe,Não,Não
2309904,Sim,Não,Não sabe,Não,Não,Não
2310001,Sim,Não,Não,Não,Não,Não
2310100,Sim,Não,Não,Não,Não,Não
2310209,Sim,Não,Sim,Não sabe,Não,Não sabe
2310258,Sim,Não,Não,Não,Não,Não
2310308,Sim,Não,Não,Não,Não,Não
2310407,Sim,Sim,Não,Não,Não,Não
2310506,Sim,Não,Sim,Não,Não,Não
2310605,Sim,Não,Não,Não,Não,Não
2310704,Sim,Não,Sim,Não,Não,Não
2310803,Sim,Não,Não,Não,Não,Não
2310852,Sim,Sim,Sim,Sim,Não,Não
2310902,Sim,Não,Não,Não,Não,Não
2310951,Sim,Não,Não,Não,Não,Não
2311009,Sim,Não,Sim,Não,Não,Não
2311108,Sim,Não,Não,Não,Não,Não
2311207,Sim,Não,Não,Não,Não,Não
2311231,Sim,Não,Não,Não,Não,Não
2311264,Sim,Não,Não,Não,Não,Não
2311306,Sim,Sim,Não,Não,Não,Não
2311355,Sim,Não,Não,Não,Não,Não
2311405,Sim,Não,Não,Não,Não,Não
2311504,Sim,Não,Não,Não,Não,Não
2311603,Sim,Não,Não,Não sabe,Não,Não
2311702,Sim,Não,Não,Não,Não,Não
2311801,Sim,Não,Não,Não,Não,Não
2311900,Sim,Não,Não,Não,Não,Não
2311959,Sim,Não,Não,Não,Não,Não
2312007,Sim,Não,Não,Não,Não,Não
2312106,Sim,Não,Não,Não,Não,Não
2312205,Sim,Não,Não,Não,Não,Não
2312304,Sim,Não,Não,Não,Não,Não
2312403,Sim,Sim,Não,Não,Não,Não
2312502,Sim,Não,Não,Não,Não,Não
2312601,Sim,Não,Não,Não,Não,Não
2312700,Sim,Não,Sim,Não,Não,Não
2312809,Sim,Não,Não sabe,Não,Não,Não
2312908,Sim,Não,Não,Não,Não,Não
2313005,Sim,Não,Não sabe,Não,Não,Não
2313104,Sim,Não,Sim,Não,Não,Não
2313203,Sim,Não,Não,Não,Não,Não
2313252,Sim,Não,Não,Não,Não,Não
2313302,Sim,Não,Não,Não,Não,Não
2313351,Sim,Não,Não,Não,Não,Não
2313401,Sim,Não,Não,Não,Não,Sim
2313500,Sim,Não,Sim,Não,Não,Não
2313559,Sim,Não,Não,Não,Não,Não
2313609,Sim,Não,Sim,Não,Não,Não
2313708,Sim,Não,Não,Não,Não,Não
2313757,Sim,Não,Não sabe,Não,Não,Não
2313807,Sim,Sim,Sim,Não,Não,Não
2313906,Sim,Não,Não,Não,Não,Não
2313955,Sim,Não,Não,Não,Não,Não
2314003,Sim,Não,Não,Não,Não,Não
2314102,Sim,Não,Sim,Não,Não,Não
2400109,Sim,Não,Não,Não,Não,Não
2400208,Sim,Não,Não sabe,Não,Não,Não
2400307,Sim,Não,Não,Não,Não,Não
2400406,Sim,Não,Não,Não,Não,Não
2400505,Sim,Não,Não,Não,Não,Não
2400604,Sim,Não,Não,Não,Não,Não
2400703,Sim,Não,Não,Não,Não,Não
2400802,Sim,Não,Não,Não,Não,Não
2400901,Sim,Não,Não,Não,Não,Não
2401008,Sim,Não,Não,Não,Não,Não
2401107,Sim,Não,Não,Não,Não,Não
2401206,Não,Sim,Não,Sim,Sim,Não
2401305,Sim,Não,Não,Não,Não,Não
2401404,Não,Não,Não,Não,Não,Não
2401453,Sim,Não,Não,Não,Não,Não
2401503,Sim,Não,Não,Não,Não,Não
2401602,Sim,Não,Não,Não,Não,Não
2401651,Sim,Não,Não,Não,Não,Não
2401701,Sim,Não,Não,Não,Não,Não
2401800,Sim,Não,Não,Não,Não,Não
2401859,Sim,Sim,Sim,Não,Sim,Não
2401909,Sim,Não,Não,Não,Não,Não
2402006,Sim,Não,Não,Não,Não,Não
2402105,Sim,Não,Não,Não,Não,Não
2402204,Não,Sim,Não,Não,Não,Não
2402303,Sim,Sim,Não,Não,Não,Não
2402402,Sim,Não,Não sabe,Não,Não,Não
2402501,Sim,Não,Não,Não,Não,Não
2402600,Sim,Sim,Sim,Não,Não,Não
2402709,Sim,Não,Não,Não,Não,Não
2402808,Sim,Não,Não sabe,Não,Não,Não
2402907,Sim,Não,Não,Não,Não,Não
2403004,Sim,Não,Não,Não,Não,Não
2403103,Sim,Não,Não,Não,Não,Não
2403202,Sim,Não,Não,Não,Não,Não
2403251,Não,Sim,Sim,Não,Não,Não
2403301,Sim,Não,Sim,Não,Não,Não
2403400,Sim,Não,Não,Não,Não,Não
2403509,Sim,Não,Sim,Não,Não,Sim
2403608,Não,Não,Não,Não,Não,Não
2403707,Sim,Não,Não,Não,Não,Não
2403756,Sim,Não,Não,Não,Não sabe,Não sabe
2403806,Sim,Não,Sim,Não,Não,Não
2403905,Sim,Não,Não,Não,Não,Não
2404002,Sim,Não,Não,Não,Não,Não
2404101,Sim,Não,Não,Não,Não,Não
2404200,Sim,Sim,Não,Sim,Não,Não
2404309,Sim,Não,Não,Não,Não,Não
2404408,Sim,Não,Não,Não,Não,Não
2404507,Sim,Não,Não,Não,Não,Não
2404606,Sim,Não,Não,Não,Não,Não
2404705,Sim,Não,Não sabe,Não,Não,Não
2404804,Sim,Não,Não,Não,Não,Não
2404853,Sim,Não,Não,Não,Não,Não
2404903,Sim,Não,Não,Não,Não,Não
2405009,Sim,Não,Não,Não,Não,Não
2405108,Sim,Não,Não,Não,Não,Não
2405207,Sim,Não,Não,Não,Não,Não
2405306,Sim,Não,Não,Não,Não,Não
2405405,Sim,Não,Sim,Não,Não,Não
2405504,Sim,Não,Não,Não,Não,Não
2405603,Sim,Não,Não sabe,Não,Não,Não
2405702,Sim,Não,Não,Não,Não,Não
2405801,Sim,Não,Não,Não,Não,Não
2405900,Sim,Não,Não,Não,Não,Não
2406007,Sim,Não,Não,Não,Não,Não
2406106,Sim,Não,Sim,Não,Não,Não
2406155,Sim,Não,Não,Não,Não,Não
2406205,Sim,Não,Não,Não,Não,Não
2406304,Sim,Não,Não,Não,Não,Não
2406403,Sim,Não,Não,Não,Não,Não
2406502,Sim,Sim,Não sabe,Não,Não,Não
2406601,Sim,Não,Não,Não,Não,Não
2406700,Sim,Não,Não,Não,Não,Não
2406809,Sim,Não,Não,Não,Não,Não
2406908,Sim,Não,Não,Não,Não,Não
2407005,Sim,Não,Não,Não,Não,Não
2407104,Sim,Não,Não,Não,Não,Não
2407203,Sim,Não,Não,Não,Não,Não
2407252,Sim,Não,Não,Não,Não,Não
2407302,Sim,Não,Não,Não,Não,Não
2407401,Sim,Não,Não,Não,Não,Não
2407500,Não,Não,Sim,Não,Não,Não
2407609,Sim,Não,Não,Não,Não,Não
2407708,Sim,Não,Não,Não,Não,Não
2407807,Não,Não,Não,Não,Não,Não
2407906,Sim,Não,Sim,Não,Não,Não
2408003,Sim,Não,Não,Não,Não,Não
